Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business
9295,2022-12-29 20:20:00,2022-12-29 22:55:00,Atlanta (ATL),Austin (AUS),WN2678,598.08,1867.32
9296,2022-12-29 17:05:00,2022-12-29 18:26:00,Sarasota (SRQ),Atlanta (ATL),WN8658,895.89,4194.42
9297,2022-12-29 04:55:00,2022-12-29 06:20:00,Houston (HOU),Tulsa (TUL),WN3143,1072.85,1862.98
9298,2022-12-28 22:45:00,2022-12-28 00:40:00,Miami (MIA),Atlanta (ATL),WN937,404.68,3050.32
9299,2022-12-28 19:25:00,2022-12-28 22:05:00,Dallas (DAL),Miami (MIA),WN407,982.28,3272.14
9300,2022-12-28 16:25:00,2022-12-28 18:45:00,Louisville (SDF),Dallas (DAL),WN647,170.51,3641.07
9301,2022-12-28 13:50:00,2022-12-28 15:55:00,Tampa (TPA),Louisville (SDF),WN647,1007.32,1958.22
9302,2022-12-28 10:50:00,2022-12-28 13:15:00,Indianapolis (IND),Tampa (TPA),WN1354,623.71,2953.26
9303,2022-12-27 17:25:00,2022-12-27 19:00:00,Indianapolis (IND),Baltimore (BWI),WN2260,601.58,1278.58
9304,2022-12-27 11:15:00,2022-12-27 13:50:00,Baltimore (BWI),Tampa (TPA),WN2329,456.97,3590.8
9305,2023-01-03 23:55:00,2023-01-03 01:50:00,Fort Lauderdale (FLL),Atlanta (ATL),WN506,691.33,1880.67
9306,2023-01-03 20:35:00,2023-01-03 23:10:00,Dallas (DAL),Fort Lauderdale (FLL),WN2232,198.76,2785.91
9307,2023-01-03 15:45:00,2023-01-03 17:50:00,Panama City (ECP),Dallas (DAL),WN312,454.95,1557.3
9308,2023-01-03 13:50:00,2023-01-03 15:15:00,Nashville (BNA),Panama City (ECP),WN312,1105.64,4082.15
9309,2023-01-03 11:10:00,2023-01-03 13:05:00,Pittsburgh (PIT),Nashville (BNA),WN312,442.53,3898.25
9310,2023-01-03 04:05:00,2023-01-03 05:05:00,Baltimore (BWI),Pittsburgh (PIT),WN321,579.65,1917.8
9311,2023-01-03 01:20:00,2023-01-03 02:35:00,Columbus (CMH),Baltimore (BWI),WN1810,308.07,4157.64
9312,2023-01-02 22:05:00,2023-01-02 00:45:00,Fort Lauderdale (FLL),Columbus (CMH),WN1810,1055.05,2442.11
9313,2023-01-02 19:20:00,2023-01-02 20:35:00,Nassau (NAS),Fort Lauderdale (FLL),WN1858,606.3,2440.01
9314,2023-01-02 17:10:00,2023-01-02 18:25:00,Fort Lauderdale (FLL),Nassau (NAS),WN1857,964.89,930.73
9315,2023-01-02 13:20:00,2023-01-02 16:05:00,Baltimore (BWI),Fort Lauderdale (FLL),WN3073,389.61,1293.68
9316,2023-01-02 11:00:00,2023-01-02 12:45:00,Nashville (BNA),Baltimore (BWI),WN945,338.27,4141.73
9317,2023-01-02 02:05:00,2023-01-02 04:30:00,Denver (DEN),Nashville (BNA),WN605,424.6,2478.11
9318,2023-01-01 23:00:00,2023-01-01 01:15:00,Long Beach (LGB),Denver (DEN),WN605,415.21,2842.07
9319,2023-01-01 18:50:00,2023-01-01 22:25:00,Houston (HOU),Long Beach (LGB),WN2320,606.46,1528.48
9320,2023-01-01 15:30:00,2023-01-01 18:05:00,Jacksonville (JAX),Houston (HOU),WN2320,276.74,2443.55
9321,2023-01-01 12:55:00,2023-01-01 15:00:00,Baltimore (BWI),Jacksonville (JAX),WN2320,410.21,4148.27
9322,2023-01-01 10:15:00,2023-01-01 12:00:00,Manchester (MHT),Baltimore (BWI),WN2320,1121.38,4170.17
9323,2023-01-01 03:25:00,2023-01-01 04:45:00,Baltimore (BWI),Manchester (MHT),WN510,485.52,1753.69
9324,2022-12-31 20:55:00,2022-12-31 01:05:00,Punta Cana (PUJ),Baltimore (BWI),WN832,778.67,1995.63
9325,2022-12-31 17:40:00,2022-12-31 20:00:00,Fort Lauderdale (FLL),Punta Cana (PUJ),WN688,699.75,1773.96
9326,2022-12-31 14:20:00,2022-12-31 16:35:00,Nashville (BNA),Fort Lauderdale (FLL),WN363,242.08,1977.85
9327,2022-12-31 11:05:00,2022-12-31 13:45:00,New York (LGA),Nashville (BNA),WN363,468.26,2451.48
9328,2022-12-31 02:15:00,2022-12-31 04:25:00,Nashville (BNA),New York (LGA),WN2891,1176.18,4034.7
9329,2022-12-30 23:55:00,2022-12-30 01:35:00,Chicago (ORD),Nashville (BNA),WN2891,353.19,2503.16
9330,2022-12-30 20:50:00,2022-12-30 23:10:00,Baltimore (BWI),Chicago (ORD),WN2891,411.35,1540.02
9331,2022-12-30 18:30:00,2022-12-30 20:05:00,Boston (BOS),Baltimore (BWI),WN2580,677.7,2419.58
9332,2022-12-30 16:30:00,2022-12-30 17:55:00,Baltimore (BWI),Boston (BOS),WN3159,782.22,1515.57
9333,2022-12-30 14:35:00,2022-12-30 15:50:00,Buffalo (BUF),Baltimore (BWI),WN3159,519.45,1787.82
9334,2022-12-30 11:20:00,2022-12-30 14:00:00,Tampa (TPA),Buffalo (BUF),WN3159,1114.22,2482
9335,2022-12-28 17:50:00,2022-12-28 22:00:00,Las Vegas (LAS),Tampa (TPA),WN3315,449.16,2737.45
9336,2022-12-28 15:25:00,2022-12-28 16:55:00,Oakland (OAK),Las Vegas (LAS),WN3315,1150.16,3785.91
9337,2022-12-28 02:15:00,2022-12-28 03:50:00,San Diego (SAN),Oakland (OAK),WN2040,527.95,3984.81
9338,2022-12-27 23:35:00,2022-12-27 01:30:00,Albuquerque (ABQ),San Diego (SAN),WN2040,622.69,1448.32
9339,2022-12-27 17:20:00,2022-12-27 18:35:00,Las Vegas (LAS),San Diego (SAN),WN3370,1168.81,2059.36
9340,2022-12-27 11:15:00,2022-12-27 16:45:00,Baltimore (BWI),Las Vegas (LAS),WN4823,733.82,2401.53
9341,2023-01-05 02:00:00,2023-01-05 03:40:00,Midland (MAF),Denver (DEN),WN1507,731.58,2319.3
9342,2023-01-04 23:55:00,2023-01-04 01:25:00,Houston (HOU),Midland (MAF),WN1507,321.32,3487.59
9343,2023-01-04 20:00:00,2023-01-04 22:20:00,Puerto Vallarta (PVR),Houston (HOU),WN109,627.79,1385.58
9344,2023-01-04 16:30:00,2023-01-04 19:05:00,Houston (HOU),Puerto Vallarta (PVR),WN108,650.36,3325.62
9345,2023-01-04 13:10:00,2023-01-04 15:25:00,Kansas City (MCI),Houston (HOU),WN1383,173.63,1775.51
9346,2023-01-03 00:30:00,2023-01-03 02:00:00,Chicago (MDW),Kansas City (MCI),WN2833,698.18,2551.95
9347,2023-01-02 20:40:00,2023-01-02 23:20:00,New York (LGA),Chicago (MDW),WN1377,1074.68,1042.67
9348,2023-01-02 18:00:00,2023-01-02 20:05:00,Chicago (MDW),New York (LGA),WN3160,1093.7,1063.96
9349,2023-01-02 14:30:00,2023-01-02 17:20:00,Orlando (MCO),Chicago (MDW),WN3160,1097.88,2999.57
9350,2023-01-02 11:15:00,2023-01-02 13:45:00,Austin (AUS),Orlando (MCO),WN1224,379.79,1080.21
9351,2023-01-02 03:35:00,2023-01-02 06:20:00,Chicago (MDW),Austin (AUS),WN3345,746.87,1909.5
9352,2023-01-01 23:55:00,2023-01-01 02:35:00,Manchester (MHT),Chicago (MDW),WN3345,399.6,1333.19
9353,2023-01-01 21:45:00,2023-01-01 23:10:00,Baltimore (BWI),Manchester (MHT),WN974,591.04,1290.56
9354,2023-01-01 16:00:00,2023-01-01 17:15:00,Cleveland (CLE),Baltimore (BWI),WN178,574.53,3108.87
9355,2023-01-01 14:05:00,2023-01-01 15:15:00,Chicago (MDW),Cleveland (CLE),WN178,604.58,2861.84
9356,2023-01-01 12:25:00,2023-01-01 13:00:00,Des Moines (DSM),Chicago (MDW),WN1416,317.46,3586.05
9357,2023-01-01 11:05:00,2023-01-01 13:00:00,Atlanta (ATL),Chicago (MDW),WN1416,765.12,2292.69
9358,2023-01-01 01:25:00,2023-01-01 03:15:00,Chicago (MDW),Atlanta (ATL),WN506,720.24,1688.49
9359,2022-12-31 20:40:00,2022-12-31 00:35:00,Los Angeles (LAX),Chicago (MDW),WN506,674.16,3260.39
9360,2022-12-31 15:10:00,2022-12-31 19:50:00,Chicago (MDW),Los Angeles (LAX),WN1482,1112.02,2726.04
9361,2022-12-31 11:35:00,2022-12-31 13:30:00,Atlanta (ATL),Chicago (MDW),WN2677,348.36,3196.9
9362,2022-12-30 23:55:00,2022-12-30 01:50:00,Fort Lauderdale (FLL),Atlanta (ATL),WN506,871.64,838.41
9363,2022-12-30 20:35:00,2022-12-30 23:15:00,Austin (AUS),Fort Lauderdale (FLL),WN1139,1002.44,4069.49
9364,2022-12-30 18:20:00,2022-12-30 19:50:00,El Paso (ELP),Austin (AUS),WN1139,1011.48,4184.16
9365,2022-12-30 16:00:00,2022-12-30 17:45:00,Denver (DEN),El Paso (ELP),WN1139,1044.53,2284.09
9366,2022-12-30 13:15:00,2022-12-30 15:05:00,Las Vegas (LAS),Denver (DEN),WN1117,841.6,4124.4
9367,2022-12-30 01:35:00,2022-12-30 05:35:00,Chicago (MDW),Las Vegas (LAS),WN4012,351.22,2334.47
9368,2022-12-29 21:20:00,2022-12-29 00:50:00,Las Vegas (LAS),Chicago (MDW),WN1815,424.39,3965.84
9369,2022-12-29 13:45:00,2022-12-29 15:15:00,Oakland (OAK),Las Vegas (LAS),WN4111,512.76,3387.98
9370,2022-12-29 04:50:00,2022-12-29 06:55:00,Phoenix (PHX),Oakland (OAK),WN757,239.05,1476.27
9371,2022-12-29 04:00:00,2022-12-29 05:00:00,Austin (AUS),Dallas (DAL),WN3245,183.63,2058.52
9372,2022-12-29 04:00:00,2022-12-29 05:20:00,San Jose (SJC),San Diego (SAN),WN2079,601.4,1396.41
9373,2022-12-29 02:10:00,2022-12-29 04:00:00,Colorado Springs (COS),Phoenix (PHX),WN757,887.27,3723.79
9374,2022-12-29 02:00:00,2022-12-29 03:25:00,San Diego (SAN),San Jose (SJC),WN738,801.02,2280.73
9375,2022-12-28 23:55:00,2022-12-28 03:00:00,Fort Lauderdale (FLL),Austin (AUS),WN3245,726.63,1944.51
9376,2022-12-28 23:00:00,2022-12-28 01:20:00,Colorado Springs (COS),San Diego (SAN),WN738,248.25,3014.98
9377,2022-12-28 22:55:00,2022-12-28 01:20:00,Houston (HOU),Colorado Springs (COS),WN757,557.28,1154.6
9378,2022-12-28 20:40:00,2022-12-28 22:25:00,Phoenix (PHX),Colorado Springs (COS),WN3421,585.97,1216.1
9379,2022-12-28 20:35:00,2022-12-28 23:15:00,Austin (AUS),Fort Lauderdale (FLL),WN1139,546.59,3384.26
9380,2022-12-28 19:35:00,2022-12-28 22:05:00,Tampa (TPA),Houston (HOU),WN757,991.96,2097.61
9381,2022-12-28 18:30:00,2022-12-28 20:00:00,Albuquerque (ABQ),Phoenix (PHX),WN3243,294.22,738.46
9382,2022-12-28 18:20:00,2022-12-28 19:50:00,El Paso (ELP),Austin (AUS),WN1139,1130.3,4091.47
9383,2022-12-28 16:40:00,2022-12-28 17:55:00,Denver (DEN),Albuquerque (ABQ),WN3243,556.04,1780.63
9384,2022-12-28 13:25:00,2022-12-28 15:15:00,Nashville (BNA),Tampa (TPA),WN381,1146.53,1102.89
9385,2022-12-27 15:00:00,2022-12-27 16:25:00,Reno (RNO),Las Vegas (LAS),WN320,847.9,3436.63
9386,2023-01-04 01:10:00,2023-01-04 02:55:00,Pittsburgh (PIT),Nashville (BNA),WN485,251.08,3888.62
9387,2023-01-03 20:40:00,2023-01-03 00:40:00,Las Vegas (LAS),Pittsburgh (PIT),WN485,1125.59,977.83
9388,2023-01-03 18:35:00,2023-01-03 19:55:00,San Diego (SAN),Las Vegas (LAS),WN485,399.76,1218.05
9389,2023-01-03 16:30:00,2023-01-03 17:55:00,San Jose (SJC),San Diego (SAN),WN485,632.61,3655.25
9390,2023-01-03 14:00:00,2023-01-03 15:50:00,Portland (PDX),San Jose (SJC),WN485,869.06,1482.94
9391,2023-01-03 02:40:00,2023-01-03 04:03:00,San Jose (SJC),Portland (PDX),WN9036,356.15,2236.86
9392,2023-01-02 21:10:00,2023-01-02 23:00:00,San Jose (SJC),Portland (PDX),WN340,428.12,1641.35
9393,2023-01-02 17:05:00,2023-01-02 18:20:00,Burbank (BUR),San Jose (SJC),WN2127,1094.06,2423.02
9394,2023-01-02 03:55:00,2023-01-02 05:00:00,San Jose (SJC),Burbank (BUR),WN3683,849.46,3107.52
9395,2023-01-02 01:55:00,2023-01-02 03:20:00,Santa Ana (SNA),San Jose (SJC),WN2678,860.75,1321.11
9396,2023-01-01 23:25:00,2023-01-01 01:20:00,Salt Lake City (SLC),Santa Ana (SNA),WN2678,1138.89,3710.1
9397,2023-01-01 21:20:00,2023-01-01 22:50:00,Denver (DEN),Salt Lake City (SLC),WN2678,917.14,2015.39
9398,2023-01-01 19:30:00,2023-01-01 20:40:00,Hayden (HDN),Denver (DEN),WN2302,194.97,3218.03
9399,2023-01-01 17:55:00,2023-01-01 18:55:00,Denver (DEN),Hayden (HDN),WN1743,842.72,3324.56
9400,2023-01-01 14:10:00,2023-01-01 17:15:00,Nashville (BNA),Denver (DEN),WN1743,942.54,2714.78
9401,2023-01-01 11:25:00,2023-01-01 13:35:00,Baltimore (BWI),Nashville (BNA),WN1743,753.53,2474.01
9402,2022-12-31 17:55:00,2022-12-31 21:15:00,Providenciales (PLS),Baltimore (BWI),WN1367,226.07,733.87
9403,2022-12-31 13:45:00,2022-12-31 17:00:00,Baltimore (BWI),Providenciales (PLS),WN1366,250.9,3002.39
9404,2022-12-31 02:15:00,2022-12-31 04:25:00,Orlando (MCO),Baltimore (BWI),WN281,861.14,879.7
9405,2022-12-30 23:55:00,2022-12-30 01:25:00,Birmingham (BHM),Orlando (MCO),WN281,153.72,3845.12
9406,2022-12-30 21:45:00,2022-12-30 23:20:00,Dallas (DAL),Birmingham (BHM),WN281,163.74,3272.71
9407,2022-12-30 19:00:00,2022-12-30 21:00:00,Birmingham (BHM),Dallas (DAL),WN2663,575.7,3853.76
9408,2022-12-30 16:50:00,2022-12-30 18:20:00,Tampa (TPA),Birmingham (BHM),WN2663,298.54,3220.22
9409,2022-12-30 13:55:00,2022-12-30 16:10:00,St. Louis (STL),Tampa (TPA),WN3096,543.93,4032.16
9410,2022-12-30 11:00:00,2022-12-30 13:00:00,San Antonio (SAT),St. Louis (STL),WN3096,526,3412.09
9411,2022-12-29 20:20:00,2022-12-29 22:40:00,St. Louis (STL),San Antonio (SAT),WN1130,241.09,1731.27
9412,2022-12-29 16:00:00,2022-12-29 17:00:00,St. Louis (STL),Kansas City (MCI),WN754,823.93,1038.06
9413,2022-12-29 12:50:00,2022-12-29 15:10:00,Baltimore (BWI),St. Louis (STL),WN754,702.97,2186.9
9414,2022-12-29 02:55:00,2022-12-29 05:55:00,Fort Myers (RSW),Milwaukee (MKE),WN2199,859.84,1938.57
9415,2022-12-28 23:45:00,2022-12-28 01:30:00,Nashville (BNA),Baltimore (BWI),WN178,785.28,3668.26
9416,2022-12-28 23:25:00,2022-12-28 02:20:00,Milwaukee (MKE),Fort Myers (RSW),WN2903,674.34,1992.04
9417,2022-12-28 20:45:00,2022-12-28 22:50:00,Washington (DCA),Milwaukee (MKE),WN2768,698.77,1482.7
9418,2022-12-28 18:50:00,2022-12-28 20:05:00,Columbus (CMH),Washington (DCA),WN960,448.76,936.94
9419,2022-12-28 15:45:00,2022-12-28 18:15:00,Fort Myers (RSW),Columbus (CMH),WN960,201.4,1575.42
9420,2022-12-28 12:30:00,2022-12-28 15:10:00,Baltimore (BWI),Fort Myers (RSW),WN1414,767.7,4145.58
9421,2022-12-28 10:10:00,2022-12-28 11:35:00,Columbus (CMH),Baltimore (BWI),WN1414,551.4,1790.65
9422,2023-01-03 23:45:00,2023-01-03 03:10:00,Fort Lauderdale (FLL),Kansas City (MCI),WN3422,1193.58,1558.16
9423,2023-01-03 19:50:00,2023-01-03 21:40:00,Cancun (CUN),Fort Lauderdale (FLL),WN521,833.29,2193.93
9424,2023-01-03 16:45:00,2023-01-03 18:55:00,Fort Lauderdale (FLL),Cancun (CUN),WN828,904.32,1325.52
9425,2023-01-03 13:05:00,2023-01-03 15:25:00,Houston (HOU),Fort Lauderdale (FLL),WN1106,646.91,1224.7
9426,2023-01-03 11:15:00,2023-01-03 12:25:00,Harlingen (HRL),Houston (HOU),WN1106,291.7,3042.92
9427,2023-01-03 04:15:00,2023-01-03 05:20:00,Houston (HOU),Harlingen (HRL),WN2600,1179.72,2261.18
9428,2023-01-03 00:00:00,2023-01-03 03:35:00,Washington (DCA),Houston (HOU),WN2600,525.88,2990.22
9429,2023-01-02 21:50:00,2023-01-02 23:25:00,Providence (PVD),Washington (DCA),WN2600,224.82,1959.63
9430,2023-01-02 20:00:00,2023-01-02 21:15:00,Baltimore (BWI),Providence (PVD),WN3610,978.82,2922.22
9431,2023-01-02 17:35:00,2023-01-02 19:20:00,Nashville (BNA),Baltimore (BWI),WN3610,894.68,2509.23
9432,2023-01-02 14:30:00,2023-01-02 17:00:00,Fort Lauderdale (FLL),Nashville (BNA),WN3610,1041.12,3908.01
9433,2023-01-02 11:00:00,2023-01-02 13:40:00,Washington (DCA),Fort Lauderdale (FLL),WN2847,657.27,2457.01
9434,2023-01-02 00:45:00,2023-01-02 02:55:00,Orlando (MCO),Washington (DCA),WN495,1087.95,2634.73
9435,2023-01-01 21:00:00,2023-01-01 00:05:00,Albany (ALB),Orlando (MCO),WN3483,656.34,1310.38
9436,2023-01-01 18:30:00,2023-01-01 20:20:00,Chicago (MDW),Albany (ALB),WN3483,941.65,1269.44
9437,2023-01-01 15:20:00,2023-01-01 17:35:00,Charleston (CHS),Chicago (MDW),WN493,287.74,2432.56
9438,2023-01-01 12:55:00,2023-01-01 14:40:00,Baltimore (BWI),Charleston (CHS),WN2562,330.5,1320.54
9439,2023-01-01 01:00:00,2023-01-01 03:25:00,Baltimore (BWI),Orlando (MCO),WN553,261.45,707.74
9440,2022-12-31 22:50:00,2022-12-31 00:10:00,Buffalo (BUF),Baltimore (BWI),WN553,643.39,2737.32
9441,2022-12-31 20:50:00,2022-12-31 22:00:00,Baltimore (BWI),Buffalo (BUF),WN1575,884.86,2186.41
9442,2022-12-31 18:25:00,2022-12-31 20:00:00,Manchester (MHT),Baltimore (BWI),WN471,309.26,2798.01
9443,2022-12-31 16:15:00,2022-12-31 17:40:00,Baltimore (BWI),Manchester (MHT),WN1765,611.06,1423.27
9444,2022-12-31 14:55:00,2022-12-31 16:25:00,Providence (PVD),Baltimore (BWI),WN249,984.72,3724.38
9445,2022-12-31 13:00:00,2022-12-31 14:20:00,Baltimore (BWI),Providence (PVD),WN538,851.66,1971.21
9446,2022-12-31 03:30:00,2022-12-31 05:20:00,Milwaukee (MKE),Baltimore (BWI),WN696,294.11,2433.72
9447,2022-12-31 00:50:00,2022-12-31 02:55:00,Baltimore (BWI),Milwaukee (MKE),WN3597,161.86,3398.21
9448,2022-12-30 22:45:00,2022-12-30 00:10:00,Cincinnati (CVG),Baltimore (BWI),WN2454,1136.42,1342.11
9449,2022-12-30 20:55:00,2022-12-30 22:05:00,Chicago (MDW),Cincinnati (CVG),WN2454,809.37,1610.26
9450,2022-12-30 14:45:00,2022-12-30 16:30:00,Minneapolis (MSP),Chicago (MDW),WN4818,1023.8,1462.23
9451,2022-12-30 12:25:00,2022-12-30 13:55:00,Chicago (MDW),Minneapolis (MSP),WN3475,967.17,3632.33
9452,2022-12-29 04:10:00,2022-12-29 05:30:00,Houston (HOU),Oklahoma City (OKC),WN1974,280.37,3661.94
9453,2022-12-29 03:10:00,2022-12-29 04:25:00,Omaha (OMA),Chicago (MDW),WN8628,763.45,2089.23
9454,2022-12-29 02:55:00,2022-12-29 04:10:00,Long Beach (LGB),San Jose (SJC),WN1676,1109.17,3302.91
9455,2022-12-29 01:55:00,2022-12-29 03:00:00,Harlingen (HRL),Houston (HOU),WN1403,326.52,2313.39
9456,2022-12-29 01:15:00,2022-12-29 02:20:00,Las Vegas (LAS),Long Beach (LGB),WN1676,601.56,3601.56
9457,2022-12-28 23:20:00,2022-12-28 00:30:00,Burbank (BUR),Las Vegas (LAS),WN2170,362.63,1131.65
9458,2022-12-28 20:55:00,2022-12-28 23:35:00,Fort Myers (RSW),Houston (HOU),WN3031,172.37,1827.83
9459,2022-12-28 19:15:00,2022-12-28 20:50:00,San Diego (SAN),Oakland (OAK),WN3370,280.87,1896.39
9460,2022-12-28 14:30:00,2022-12-28 16:55:00,Fort Myers (RSW),Baltimore (BWI),WN443,853.45,1639.05
9461,2022-12-28 13:00:00,2022-12-28 14:55:00,Colorado Springs (COS),Phoenix (PHX),WN2640,1147.44,1420.73
9462,2022-12-28 10:30:00,2022-12-28 13:00:00,Indianapolis (IND),Fort Myers (RSW),WN1080,347.42,2056.81
9463,2022-12-28 04:20:00,2022-12-28 06:20:00,Dallas (DAL),Colorado Springs (COS),WN3695,527.24,3680.6
9464,2022-12-28 03:55:00,2022-12-28 06:05:00,Tampa (TPA),Baltimore (BWI),WN1411,161.12,2582.6
9465,2022-12-28 01:10:00,2022-12-28 02:45:00,Kansas City (MCI),Dallas (DAL),WN2937,166.93,986.05
9466,2022-12-28 01:05:00,2022-12-28 03:15:00,Austin (AUS),Tampa (TPA),WN1411,228.22,949.26
9467,2022-12-28 00:15:00,2022-12-28 01:20:00,Houston (HOU),Harlingen (HRL),WN3031,1073.86,2013.71
9468,2022-12-27 14:20:00,2022-12-27 17:25:00,San Diego (SAN),Dallas (DAL),WN2974,163.64,2502.96
9469,2022-12-27 11:00:00,2022-12-27 12:30:00,Pittsburgh (PIT),Chicago (MDW),WN2390,1021.41,1255.92
9470,2023-01-05 03:25:00,2023-01-05 04:35:00,Ontario (ONT),San Jose (SJC),WN3446,291.34,2366.56
9471,2023-01-05 01:30:00,2023-01-05 02:45:00,San Jose (SJC),Ontario (ONT),WN3540,170.41,2961.72
9472,2023-01-04 23:25:00,2023-01-04 00:50:00,Santa Ana (SNA),San Jose (SJC),WN2503,855.33,1078.21
9473,2023-01-04 21:20:00,2023-01-04 22:45:00,Sacramento (SMF),Santa Ana (SNA),WN887,622.38,2171.94
9474,2023-01-04 18:00:00,2023-01-04 20:40:00,Denver (DEN),Sacramento (SMF),WN887,1107.31,2491.25
9475,2023-01-04 15:35:00,2023-01-04 17:20:00,Oklahoma City (OKC),Denver (DEN),WN887,309.55,2600.96
9476,2023-01-04 13:25:00,2023-01-04 15:00:00,Denver (DEN),Oklahoma City (OKC),WN2830,446.57,2847.93
9477,2023-01-04 06:25:00,2023-01-04 08:15:00,Las Vegas (LAS),Denver (DEN),WN672,564.72,3989.08
9478,2023-01-04 02:15:00,2023-01-04 05:25:00,Kansas City (MCI),Las Vegas (LAS),WN3431,511.31,1308.04
9479,2023-01-03 20:30:00,2023-01-03 23:25:00,Indianapolis (IND),Denver (DEN),WN850,404.02,1269.9
9480,2023-01-03 17:40:00,2023-01-03 19:55:00,Denver (DEN),Indianapolis (IND),WN2204,701.96,2055.84
9481,2023-01-03 15:05:00,2023-01-03 17:00:00,Las Vegas (LAS),Denver (DEN),WN2204,338.77,2763.23
9482,2023-01-03 13:15:00,2023-01-03 14:30:00,Santa Barbara (SBA),Las Vegas (LAS),WN2204,894.59,976.29
9483,2023-01-03 05:30:00,2023-01-03 06:45:00,Las Vegas (LAS),Santa Barbara (SBA),WN2333,704.18,2326.91
9484,2023-01-03 02:55:00,2023-01-03 04:55:00,Bozeman (BZN),Las Vegas (LAS),WN2333,263.65,2158.22
9485,2023-01-03 00:30:00,2023-01-03 02:15:00,Denver (DEN),Bozeman (BZN),WN2302,694.35,2243.48
9486,2023-01-02 21:20:00,2023-01-02 23:50:00,Los Angeles (LAX),Denver (DEN),WN2302,1195.56,3208.79
9487,2023-01-02 19:00:00,2023-01-02 20:35:00,Tucson (TUS),Los Angeles (LAX),WN2392,845.84,1012.39
9488,2023-01-02 17:10:00,2023-01-02 18:25:00,San Diego (SAN),Tucson (TUS),WN1663,767.34,3485.9
9489,2023-01-02 15:00:00,2023-01-02 16:35:00,Sacramento (SMF),San Diego (SAN),WN1663,1044.66,1424.77
9490,2023-01-02 04:50:00,2023-01-02 06:15:00,Ontario (ONT),Sacramento (SMF),WN1044,1037.1,3120.92
9491,2023-01-02 01:40:00,2023-01-02 04:00:00,Denver (DEN),Ontario (ONT),WN1044,464.03,3553.4
9492,2023-01-01 20:25:00,2023-01-01 23:50:00,Puerto Vallarta (PVR),Denver (DEN),WN515,1135.39,1504.21
9493,2023-01-01 16:10:00,2023-01-01 19:30:00,Denver (DEN),Puerto Vallarta (PVR),WN514,489.92,957.17
9494,2023-01-01 13:00:00,2023-01-01 15:05:00,Des Moines (DSM),Denver (DEN),WN3442,371.38,2868.58
9495,2023-01-01 02:55:00,2023-01-01 04:05:00,St. Louis (STL),Des Moines (DSM),WN660,202.2,2454.31
9496,2022-12-31 23:20:00,2022-12-31 02:15:00,Fort Lauderdale (FLL),St. Louis (STL),WN660,878.88,2176.64
9497,2022-12-31 19:45:00,2022-12-31 22:25:00,Indianapolis (IND),Fort Lauderdale (FLL),WN2463,699.61,3494.03
9498,2022-12-31 15:40:00,2022-12-31 19:10:00,Las Vegas (LAS),Indianapolis (IND),WN279,333.85,2017.72
9499,2022-12-31 13:00:00,2022-12-31 15:05:00,Denver (DEN),Las Vegas (LAS),WN2945,554.24,852.16
9500,2022-12-31 03:25:00,2022-12-31 06:00:00,Chicago (MDW),Denver (DEN),WN1654,1190.41,2379.85
9501,2022-12-31 00:30:00,2022-12-31 02:45:00,Charleston (CHS),Chicago (MDW),WN1654,801.51,2960.01
9502,2022-12-30 21:40:00,2022-12-30 23:55:00,Houston (HOU),Charleston (CHS),WN1654,956.76,1493.13
9503,2022-12-30 20:50:00,2022-12-30 21:50:00,San Antonio (SAT),Houston (HOU),WN4014,862.61,1850.88
9504,2022-12-30 19:05:00,2022-12-30 20:05:00,Houston (HOU),San Antonio (SAT),WN2605,729.76,2869.44
9505,2022-12-30 15:35:00,2022-12-30 18:15:00,Orlando (MCO),Houston (HOU),WN2605,984.83,1765.84
9506,2022-12-30 13:00:00,2022-12-30 14:40:00,New Orleans (MSY),Orlando (MCO),WN4008,611.66,2803.18
9507,2022-12-30 03:55:00,2022-12-30 05:15:00,Dallas (DAL),New Orleans (MSY),WN1082,218.38,2924.02
9508,2022-12-29 22:45:00,2022-12-29 01:26:00,Fort Lauderdale (FLL),Dallas (DAL),WN8641,407.21,3774.73
9509,2022-12-28 19:50:00,2022-12-28 21:40:00,Cancun (CUN),Fort Lauderdale (FLL),WN521,980.26,2972.15
9510,2023-01-05 02:55:00,2023-01-05 04:25:00,Santa Ana (SNA),Sacramento (SMF),WN987,1068.32,3853.24
9511,2023-01-05 00:20:00,2023-01-05 04:15:00,Baltimore (BWI),San Antonio (SAT),WN2646,1192.48,2506.76
9512,2023-01-04 23:40:00,2023-01-04 02:10:00,Denver (DEN),Santa Ana (SNA),WN987,334.62,3478.98
9513,2023-01-04 21:30:00,2023-01-04 23:40:00,Orlando (MCO),Baltimore (BWI),WN2577,500.76,2178.07
9514,2023-01-04 20:40:00,2023-01-04 23:00:00,Santa Barbara (SBA),Denver (DEN),WN1088,174.98,3723.93
9515,2023-01-04 18:45:00,2023-01-04 20:00:00,Sacramento (SMF),Santa Barbara (SBA),WN1088,340.25,2873.71
9516,2023-01-04 18:30:00,2023-01-04 20:50:00,Baltimore (BWI),Orlando (MCO),WN170,639.17,3353.62
9517,2023-01-04 16:30:00,2023-01-04 18:10:00,San Diego (SAN),Sacramento (SMF),WN1682,423.49,2397.24
9518,2023-01-04 16:05:00,2023-01-04 17:40:00,Indianapolis (IND),Baltimore (BWI),WN979,974.05,3764.32
