id_airport,airport_type,airport_name,latitude_deg,longitude_deg,airport_code,region_name,local_region,municipality,iata_code,local_code
217,medium_airport,Fort Smith Regional Airport,35.336601,-94.367401,Fort Smith (FSM),Arkansas,AR,Fort Smith,FSM,FSM
218,medium_airport,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,Peoria (PIA),Illinois,IL,Peoria,PIA,PIA
219,medium_airport,Trenton Mercer Airport,40.27669907,-74.81349945,Trenton (TTN),New Jersey,NJ,Trenton,TTN,TTN
220,medium_airport,Groton New London Airport,41.330101,-72.045097,Groton (GON),Connecticut,CT,Groton,GON,GON
221,medium_airport,Republic Airport,40.72880173,-73.41339874,Farmingdale (FRG),New York,NY,Farmingdale,FRG,FRG
222,medium_airport,Atlantic City International Airport,39.45759964,-74.57720184,Atlantic City (ACY),New Jersey,NJ,Atlantic City,ACY,ACY
223,medium_airport,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,Bloomington/Normal (BMI),Illinois,IL,Bloomington/Normal,BMI,BMI
224,medium_airport,La Crosse Regional Airport,43.879002,-91.256699,La Crosse (LSE),Wisconsin,WI,La Crosse,LSE,LSE
225,medium_airport,Meadows Field,35.433601,-119.056999,Bakersfield (BFL),California,CA,Bakersfield,BFL,BFL
226,medium_airport,Laughlin Bullhead International Airport,35.157398,-114.559998,Bullhead City (IFP),Arizona,AZ,Bullhead City,IFP,IFP
227,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,Fort Pierce (FPR),Florida,FL,Fort Pierce,FPR,FPR
228,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,Hyannis (HYA),Massachusetts,MA,Hyannis,HYA,HYA
229,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,McAllen (MFE),Texas,TX,McAllen,MFE,MFE
230,medium_airport,San Angelo Regional Mathis Field,31.35770035,-100.4960022,San Angelo (SJT),Texas,TX,San Angelo,SJT,SJT
231,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,Santa Maria (SMX),California,CA,Santa Maria,SMX,SMX
232,medium_airport,Destin-Fort Walton Beach Airport,30.4832,-86.525398,Valparaiso (VPS),Florida,FL,Valparaiso,VPS,VPS
233,medium_airport,Waco Regional Airport,31.61129951,-97.23049927,Waco (ACT),Texas,TX,Waco,ACT,ACT
234,medium_airport,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,Columbus (OSU),Ohio,OH,Columbus,OSU,OSU
235,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,Bridgeport (BDR),Connecticut,CT,Bridgeport,BDR,BDR
236,medium_airport,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,Cheyenne (CYS),Wyoming,WY,Cheyenne,CYS,CYS
237,medium_airport,Elmira Corning Regional Airport,42.15990067,-76.89160156,Elmira/Corning (ELM),New York,NY,Elmira/Corning,ELM,ELM
238,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,Idaho Falls (IDA),Idaho,ID,Idaho Falls,IDA,IDA
239,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,Hartford (HFD),Connecticut,CT,Hartford,HFD,HFD
240,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,Marathon (MTH),Florida,FL,Marathon,MTH,MTH
241,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,Portland (HIO),Oregon,OR,Portland,HIO,HIO
242,medium_airport,Quad City International Airport,41.448502,-90.5075,Moline (MLI),Illinois,IL,Moline,MLI,MLI
243,medium_airport,Abilene Regional Airport,32.41130066,-99.68190002,Abilene (ABI),Texas,TX,Abilene,ABI,ABI
244,medium_airport,Lake Havasu City International Airport,34.571098,-114.358002,Lake Havasu City (HII),Arizona,AZ,Lake Havasu City,HII,HII
245,medium_airport,University Park Airport,40.849374,-77.84852,State College (UNV),Pennsylvania,PA,State College,SCE,UNV
246,medium_airport,Oxnard Airport,34.20080185,-119.2070007,Oxnard (OXR),California,CA,Oxnard,OXR,OXR
247,medium_airport,Chicago Rockford International Airport,42.1954,-89.097198,Chicago/Rockford (RFD),Illinois,IL,Chicago/Rockford,RFD,RFD
248,medium_airport,Grand Forks International Airport,47.949299,-97.176102,Grand Forks (GFK),North Dakota,ND,Grand Forks,GFK,GFK
249,medium_airport,Modesto City Co-Harry Sham Field,37.625801,-120.954002,Modesto (MOD),California,CA,Modesto,MOD,MOD
250,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,New Haven (HVN),Connecticut,CT,New Haven,HVN,HVN
251,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,Redding (RDD),California,CA,Redding,RDD,RDD
252,medium_airport,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,Denver (BJC),Colorado,CO,Denver,BJC,BJC
253,medium_airport,Charlotte County Airport,26.9202,-81.990501,Punta Gorda (PGD),Florida,FL,Punta Gorda,PGD,PGD
254,medium_airport,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,Jacksonville (CRG),Florida,FL,Jacksonville,CRG,CRG
255,medium_airport,Truckee Tahoe Airport,39.31999969,-120.1399994,Truckee (TRK),California,CA,Truckee,TKF,TRK
256,medium_airport,Athens Ben Epps Airport,33.94860077,-83.32630157,Athens (AHN),Georgia,GA,Athens,AHN,AHN
257,medium_airport,Cedar City Regional Airport,37.70100021,-113.098999,Cedar City (CDC),Utah,UT,Cedar City,CDC,CDC
258,medium_airport,Glacier Park International Airport,48.3105011,-114.2559967,Kalispell (GPI),Montana,MT,Kalispell,FCA,GPI
259,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,Niagara Falls (IAG),New York,NY,Niagara Falls,IAG,IAG
260,medium_airport,Ogden Hinckley Airport,41.19589996,-112.012001,Ogden (OGD),Utah,UT,Ogden,OGD,OGD
261,medium_airport,Fulton County Airport Brown Field,33.77909851,-84.52140045,Atlanta (FTY),Georgia,GA,Atlanta,FTY,FTY
262,medium_airport,Morristown Municipal Airport,40.79940033,-74.41490173,Morristown (MMU),New Jersey,NJ,Morristown,MMU,MMU
263,medium_airport,Lancaster Airport,40.12170029,-76.2960968,Lancaster (LNS),Pennsylvania,PA,Lancaster,LNS,LNS
264,medium_airport,Scholes International At Galveston Airport,29.26530075,-94.86039734,Galveston (GLS),Texas,TX,Galveston,GLS,GLS
265,medium_airport,Dutchess County Airport,41.62659836,-73.88420105,Poughkeepsie (POU),New York,NY,Poughkeepsie,POU,POU
266,medium_airport,Chicago Executive Airport,42.114222,-87.901494,Chicago/Prospect Heights/Wheeling (PWK),Illinois,IL,Chicago/Prospect Heights/Wheeling,PWK,PWK
267,medium_airport,Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,Palm Springs (TRM),California,CA,Palm Springs,TRM,TRM
268,medium_airport,Erie International Tom Ridge Field,42.083127,-80.173867,Erie (ERI),Pennsylvania,PA,Erie,ERI,ERI
269,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,Fayetteville (FAY),North Carolina,NC,Fayetteville,FAY,FAY
270,medium_airport,Salina Municipal Airport,38.79100037,-97.65219879,Salina (SLN),Kansas,KS,Salina,SLN,SLN
271,medium_airport,Spirit of St Louis Airport,38.662102,-90.652,St Louis (SUS),Missouri,MO,St Louis,SUS,SUS
272,medium_airport,Stockton Metropolitan Airport,37.89419937,-121.237999,Stockton (SCK),California,CA,Stockton,SCK,SCK
273,medium_airport,Brown Field Municipal Airport,32.572639,-116.980019,San Diego (SDM),California,CA,San Diego,SDM,SDM
274,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,Brownsville (BRO),Texas,TX,Brownsville,BRO,BRO
275,medium_airport,Columbia Regional Airport,38.8181,-92.219597,Columbia (COU),Missouri,MO,Columbia,COU,COU
276,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,Springfield (SPI),Illinois,IL,Springfield,SPI,SPI
277,medium_airport,Worcester Regional Airport,42.2673,-71.875702,Worcester (ORH),Massachusetts,MA,Worcester,ORH,ORH
278,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,Detroit (DET),Michigan,MI,Detroit,DET,DET
279,medium_airport,Sacramento Mather Airport,38.553902,-121.297997,Sacramento (MHR),California,CA,Sacramento,MHR,MHR
280,medium_airport,Kingman Airport,35.259499,-113.938004,Kingman (IGM),Arizona,AZ,Kingman,IGM,IGM
281,medium_airport,Page Field,26.58659935,-81.86329651,Fort Myers (FMY),Florida,FL,Fort Myers,FMY,FMY
282,medium_airport,St Simons Island Airport,31.1518,-81.391296,St Simons Island (SSI),Georgia,GA,St Simons Island,SSI,SSI
283,medium_airport,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,Lynchburg (LYH),Virginia,VA,Lynchburg,LYH,LYH
284,medium_airport,Roswell Air Center Airport,33.301601,-104.530998,Roswell (ROW),New Mexico,NM,Roswell,ROW,ROW
285,medium_airport,Tyler Pounds Regional Airport,32.35409927,-95.40239716,Tyler (TYR),Texas,TX,Tyler,TYR,TYR
286,medium_airport,Willow Run Airport,42.23789978,-83.53040314,Detroit (YIP),Michigan,MI,Detroit,YIP,YIP
287,medium_airport,Oakland County International Airport,42.66550064,-83.42009735,Pontiac (PTK),Michigan,MI,Pontiac,PTK,PTK
288,medium_airport,Dupage Airport,41.90779877,-88.24859619,Chicago/West Chicago (DPA),Illinois,IL,Chicago/West Chicago,DPA,DPA
289,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,Keene (EEN),New Hampshire,NH,Keene,EEN,EEN
290,medium_airport,Valley International Airport,26.22850037,-97.65440369,Harlingen (HRL),Texas,TX,Harlingen,HRL,HRL
291,medium_airport,Lebanon Municipal Airport,43.62609863,-72.30419922,Lebanon (LEB),New Hampshire,NH,Lebanon,LEB,LEB
292,medium_airport,Minot International Airport,48.25939941,-101.2799988,Minot (MOT),North Dakota,ND,Minot,MOT,MOT
293,medium_airport,Tri Cities Airport,46.26470184,-119.1190033,Pasco (PSC),Washington,WA,Pasco,PSC,PSC
294,medium_airport,Williamsport Regional Airport,41.241798,-76.921097,Williamsport (IPT),Pennsylvania,PA,Williamsport,IPT,IPT
295,medium_airport,Provo-Utah Lake International Airport,40.2192,-111.723,Provo (PVU),Utah,UT,Provo,PVU,PVU
296,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,Westfield (BAF),Massachusetts,MA,Westfield,BAF,BAF
297,medium_airport,Space Coast Regional Airport,28.51479912,-80.79920197,Titusville (TIX),Florida,FL,Titusville,TIX,TIX
298,medium_airport,Cobb County International Airport-McCollum Field,34.01316,-84.59721,Atlanta (RYY),Georgia,GA,Atlanta,,RYY
299,medium_airport,Blythe Airport,33.61920166,-114.7170029,Blythe (BLH),California,CA,Blythe,BLH,BLH
300,medium_airport,Helena Regional Airport,46.6068,-111.983002,Helena (HLN),Montana,MT,Helena,HLN,HLN
301,medium_airport,Memorial Field Airport,34.4788,-93.096262,Hot Springs (HOT),Arkansas,AR,Hot Springs,HOT,HOT
302,medium_airport,Laredo International Airport,27.54380035,-99.46160126,Laredo (LRD),Texas,TX,Laredo,LRD,LRD
303,medium_airport,Roberts Field,44.2541008,-121.1500015,Redmond (RDM),Oregon,OR,Redmond,RDM,RDM
304,medium_airport,MBS International Airport,43.532902,-84.079597,Saginaw (MBS),Michigan,MI,Saginaw,MBS,MBS
305,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,Philadelphia (PNE),Pennsylvania,PA,Philadelphia,PNE,PNE
306,medium_airport,Floyd Bennett Memorial Airport,43.34120178,-73.61029816,Glens Falls (GFL),New York,NY,Glens Falls,GFL,GFL
307,medium_airport,Castle Airport,37.38050079,-120.5680008,Merced (MER),California,CA,Merced,MER,MER
308,medium_airport,Riverside Municipal Airport,33.9519,-117.445,Riverside (RAL),California,CA,Riverside,RAL,RAL
309,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,Hawthorne (HHR),California,CA,Hawthorne,HHR,HHR
310,medium_airport,Sugar Land Regional Airport,29.62229919,-95.65650177,Houston (SGR),Texas,TX,Houston,SGR,SGR
311,medium_airport,Bowman Field,38.22800064,-85.66369629,Louisville (LOU),Kentucky,KY,Louisville,LOU,LOU
312,medium_airport,Red Bluff Municipal Airport,40.15069962,-122.2519989,Red Bluff (RBL),California,CA,Red Bluff,RBL,RBL
313,medium_airport,Richard Lloyd Jones Jr Airport,36.03960037,-95.98459625,Tulsa (RVS),Oklahoma,OK,Tulsa,RVS,RVS
314,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,Binghamton (BGM),New York,NY,Binghamton,BGM,BGM
315,medium_airport,East Texas Regional Airport,32.38399887,-94.71150208,Longview (GGG),Texas,TX,Longview,GGG,GGG
316,medium_airport,New Castle Airport,39.67869949,-75.60649872,Wilmington (ILG),Delaware,DE,Wilmington,ILG,ILG
317,medium_airport,Allegheny County Airport,40.354401,-79.930199,Pittsburgh (AGC),Pennsylvania,PA,Pittsburgh,AGC,AGC
318,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,Panama City Beach (ECP),Florida,FL,Panama City Beach,ECP,ECP
319,medium_airport,Salinas Municipal Airport,36.66279984,-121.6060028,Salinas (SNS),California,CA,Salinas,SNS,SNS
320,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,Arcata/Eureka (ACV),California,CA,Arcata/Eureka,ACV,ACV
321,medium_airport,Chippewa Valley Regional Airport,44.86579895,-91.48429871,Eau Claire (EAU),Wisconsin,WI,Eau Claire,EAU,EAU
322,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,Lafayette (LFT),Louisiana,LA,Lafayette,LFT,LFT
323,medium_airport,Monroe Regional Airport,32.510899,-92.037697,Monroe (MLU),Louisiana,LA,Monroe,MLU,MLU
324,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,North Platte (LBF),Nebraska,NE,North Platte,LBF,LBF
325,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,Sioux City (SUX),Iowa,IA,Sioux City,SUX,SUX
326,medium_airport,Saint Paul Downtown Holman Field,44.93479,-93.060036,Saint Paul (STP),Minnesota,MN,Saint Paul,STP,STP
327,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,Bar Harbor (BHB),Maine,ME,Bar Harbor,BHB,BHB
328,medium_airport,Mc Minnville Municipal Airport,45.19440079,-123.1360016,Mc Minnville (MMV),Oregon,OR,Mc Minnville,,MMV
329,medium_airport,McClellan Airfield,38.667599,-121.401001,Sacramento (MCC),California,CA,Sacramento,MCC,MCC
330,medium_airport,General William J Fox Airfield,34.7411,-118.219002,Lancaster (WJF),California,CA,Lancaster,WJF,WJF
331,medium_airport,Norwood Memorial Airport,42.19049835,-71.17289734,Norwood (OWD),Massachusetts,MA,Norwood,OWD,OWD
332,medium_airport,Columbus Metropolitan Airport,32.5163002,-84.93890381,Columbus (CSG),Georgia,GA,Columbus,CSG,CSG
333,medium_airport,Elko Regional Airport,40.82490158,-115.7919998,Elko (EKO),Nevada,NV,Elko,EKO,EKO
334,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,Latrobe (LBE),Pennsylvania,PA,Latrobe,LBE,LBE
335,medium_airport,Manhattan Regional Airport,39.14099884,-96.67079926,Manhattan (MHK),Kansas,KS,Manhattan,MHK,MHK
336,medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.34049988,-75.51029968,Salisbury (SBY),Maryland,MD,Salisbury,SBY,SBY
337,medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,Weyers Cave (SHD),Virginia,VA,Weyers Cave,SHD,SHD
338,medium_airport,Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,Bowling Green (BWG),Kentucky,KY,Bowling Green,BWG,BWG
339,medium_airport,Imperial County Airport,32.83420181,-115.5790024,Imperial (IPL),California,CA,Imperial,IPL,IPL
340,medium_airport,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,Fort Worth (AFW),Texas,TX,Fort Worth,AFW,AFW
341,medium_airport,Garden City Regional Airport,37.92750168,-100.723999,Garden City (GCK),Kansas,KS,Garden City,GCK,GCK
342,medium_airport,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,Wichita Falls (SPS),Texas,TX,Wichita Falls,SPS,SPS
343,medium_airport,Montrose Regional Airport,38.5098,-107.893997,Montrose (MTJ),Colorado,CO,Montrose,MTJ,MTJ
344,medium_airport,San Bernardino International Airport,34.095402,-117.235001,San Bernardino (SBD),California,CA,San Bernardino,SBD,SBD
345,medium_airport,Ukiah Municipal Airport,39.125999,-123.200996,Ukiah (UKI),California,CA,Ukiah,UKI,UKI
346,medium_airport,Boulder City Municipal Airport,35.947498,-114.861,Boulder City (BVU),Nevada,NV,Boulder City,BLD,BVU
347,medium_airport,Stinson Municipal Airport,29.33699989,-98.47109985,San Antonio (SSF),Texas,TX,San Antonio,SSF,SSF
348,medium_airport,Philip Billard Municipal Airport,39.069899,-95.622606,Topeka (TOP),Kansas,KS,Topeka,TOP,TOP
349,medium_airport,Visalia Municipal Airport,36.318699,-119.392998,Visalia (VIS),California,CA,Visalia,VIS,VIS
350,medium_airport,Cape May County Airport,39.00849915,-74.90830231,Wildwood (WWD),New Jersey,NJ,Wildwood,WWD,WWD
351,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,Columbus (LCK),Ohio,OH,Columbus,LCK,LCK
352,medium_airport,Dubuque Regional Airport,42.402,-90.709503,Dubuque (DBQ),Iowa,IA,Dubuque,DBQ,DBQ
353,medium_airport,Brainerd Lakes Regional Airport,46.402861,-94.129727,Brainerd (BRD),Minnesota,MN,Brainerd,BRD,BRD
354,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,Concord (JQF),North Carolina,NC,Concord,USA,JQF
355,medium_airport,Marquette/Sawyer International Airport,46.3536,-87.395401,Gwinn (SAW),Michigan,MI,Gwinn,MQT,SAW
356,medium_airport,Tuscaloosa National Airport,33.2206,-87.611397,Tuscaloosa (TCL),Alabama,AL,Tuscaloosa,TCL,TCL
357,medium_airport,Hutchinson Municipal Airport,38.06549835,-97.86060333,Hutchinson (HUT),Kansas,KS,Hutchinson,HUT,HUT
358,medium_airport,Bremerton National Airport,47.49020004,-122.7649994,Bremerton (PWT),Washington,WA,Bremerton,PWT,PWT
359,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,Coeur d'Alene (COE),Idaho,ID,Coeur d'Alene,COE,COE
360,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,Daggett (DAG),California,CA,Daggett,DAG,DAG
361,medium_airport,Grand Strand Airport,33.81169891,-78.72389984,North Myrtle Beach (CRE),South Carolina,SC,North Myrtle Beach,CRE,CRE
362,medium_airport,Alexandria International Airport,31.3274,-92.549797,Alexandria (AEX),Louisiana,LA,Alexandria,AEX,AEX
363,medium_airport,Cavern City Air Terminal,32.33750153,-104.2630005,Carlsbad (CNM),New Mexico,NM,Carlsbad,CNM,CNM
364,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,Houston (CXO),Texas,TX,Houston,CXO,CXO
365,medium_airport,Lawrence Municipal Airport,42.71720123,-71.12339783,Lawrence (LWM),Massachusetts,MA,Lawrence,LWM,LWM
366,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,Concord (CON),New Hampshire,NH,Concord,CON,CON
367,medium_airport,Greenville Downtown Airport,34.847903,-82.350217,Greenville (GMU),South Carolina,SC,Greenville,GMU,GMU
368,medium_airport,San Marcos Regional Airport,29.8927,-97.862999,San Marcos (HYI),Texas,TX,San Marcos,,HYI
369,medium_airport,Wendover Airport,40.71870041,-114.0309982,Wendover (ENV),Utah,UT,Wendover,ENV,ENV
370,medium_airport,Winslow Lindbergh Regional Airport,35.02190018,-110.7229996,Winslow (INW),Arizona,AZ,Winslow,INW,INW
371,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,Ketchikan (KTN),Alaska,AK,Ketchikan,KTN,KTN
372,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,Meridian (MEI),Mississippi,MS,Meridian,MEI,MEI
373,medium_airport,Barkley Regional Airport,37.06079865,-88.77380371,Paducah (PAH),Kentucky,KY,Paducah,PAH,PAH
374,medium_airport,Pocatello Regional Airport,42.90980148,-112.5960007,Pocatello (PIH),Idaho,ID,Pocatello,PIH,PIH
375,medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,Reading (RDG),Pennsylvania,PA,Reading,RDG,RDG
376,medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,Rutland (RUT),Vermont,VT,Rutland,RUT,RUT
377,medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,Olympia (OLM),Washington,WA,Olympia,OLM,OLM
378,medium_airport,Rosecrans Memorial Airport,39.77190018,-94.90969849,St Joseph (STJ),Missouri,MO,St Joseph,STJ,STJ
379,medium_airport,Tacoma Narrows Airport,47.26789856,-122.5780029,Tacoma (TIW),Washington,WA,Tacoma,TIW,TIW
380,medium_airport,Central Nebraska Regional Airport,40.96749878,-98.30960083,Grand Island (GRI),Nebraska,NE,Grand Island,GRI,GRI
381,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,Klamath Falls (LMT),Oregon,OR,Klamath Falls,LMT,LMT
382,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,Pierre (PIR),South Dakota,SD,Pierre,PIR,PIR
383,medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,Twin Falls (TWF),Idaho,ID,Twin Falls,TWF,TWF
384,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,Youngstown/Warren (YNG),Ohio,OH,Youngstown/Warren,YNG,YNG
385,medium_airport,Pullman Moscow Regional Airport,46.7439,-117.110001,Pullman/Moscow (PUW),Washington,WA,Pullman/Moscow,PUW,PUW
386,medium_airport,Topeka Regional Airport,38.950901,-95.663597,Topeka (FOE),Kansas,KS,Topeka,FOE,FOE
387,medium_airport,Smith Reynolds Airport,36.13370132,-80.22200012,Winston Salem (INT),North Carolina,NC,Winston Salem,INT,INT
388,medium_airport,Delaware County Johnson Field,40.242298,-85.395897,Muncie (MIE),Indiana,IN,Muncie,MIE,MIE
389,medium_airport,Stillwater Regional Airport,36.16120148,-97.08570099,Stillwater (SWO),Oklahoma,OK,Stillwater,SWO,SWO
390,medium_airport,Yellowstone Airport,44.68840027,-111.1179962,West Yellowstone (WYS),Montana,MT,West Yellowstone,WYS,WYS
391,medium_airport,Aurora State Airport,45.24710083,-122.7699966,Aurora (UAO),Oregon,OR,Aurora,,UAO
392,medium_airport,Ellington Airport,29.6072998,-95.15879822,Houston (EFD),Texas,TX,Houston,EFD,EFD
393,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,Leesburg (LEE),Florida,FL,Leesburg,LEE,LEE
394,medium_airport,Central Wisconsin Airport,44.77759933,-89.66680145,Mosinee (CWA),Wisconsin,WI,Mosinee,CWA,CWA
395,medium_airport,New Bedford Regional Airport,41.67610168,-70.95690155,New Bedford (EWB),Massachusetts,MA,New Bedford,EWB,EWB
396,medium_airport,Southwest Oregon Regional Airport,43.417099,-124.2460022,North Bend (OTH),Oregon,OR,North Bend,OTH,OTH
397,medium_airport,Bakersfield International Airport,35.324799,-118.996002,Bakersfield (L45),California,CA,Bakersfield,,L45
398,medium_airport,Beverly Regional Airport,42.584202,-70.916496,Beverly / Danvers (BVY),Massachusetts,MA,Beverly / Danvers,BVY,BVY
399,medium_airport,Findlay Airport,41.01350021,-83.66870117,Findlay (FDY),Ohio,OH,Findlay,FDY,FDY
400,medium_airport,Merced Regional Macready Field,37.28469849,-120.5139999,Merced (MCE),California,CA,Merced,MCE,MCE
401,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,Brunswick (BQK),Georgia,GA,Brunswick,BQK,BQK
402,medium_airport,Dothan Regional Airport,31.32130051,-85.44960022,Dothan (DHN),Alabama,AL,Dothan,DHN,DHN
403,medium_airport,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,Huntington (HTS),West Virginia,WV,Huntington,HTS,HTS
404,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,Pellston (PLN),Michigan,MI,Pellston,PLN,PLN
405,medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,Rock Springs (RKS),Wyoming,WY,Rock Springs,RKS,RKS
406,medium_airport,Texarkana Regional Airport (Webb Field),33.453701,-93.990997,Texarkana (TXK),Arkansas,AR,Texarkana,TXK,TXK
407,medium_airport,Waterloo Regional Airport,42.55709839,-92.40029907,Waterloo (ALO),Iowa,IA,Waterloo,ALO,ALO
408,medium_airport,Gary Chicago International Airport,41.61629868,-87.41280365,Gary (GYY),Indiana,IN,Gary,GYY,GYY
409,medium_airport,Astoria Regional Airport,46.15800095,-123.8789978,Astoria (AST),Oregon,OR,Astoria,AST,AST
410,medium_airport,Greenbrier Valley Airport,37.85829926,-80.39949799,Lewisburg (LWB),West Virginia,WV,Lewisburg,LWB,LWB
411,medium_airport,New Braunfels Municipal Airport,29.7045,-98.042198,New Braunfels (BAZ),Texas,TX,New Braunfels,,BAZ
412,large_airport,Joint Base Andrews,38.810799,-76.866997,Camp Springs (ADW),Maryland,MD,Camp Springs,ADW,ADW
413,medium_airport,Aberdeen Regional Airport,45.44910049,-98.42179871,Aberdeen (ABR),South Dakota,SD,Aberdeen,ABR,ABR
414,medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,Beaumont/Port Arthur (BPT),Texas,TX,Beaumont/Port Arthur,BPT,BPT
415,medium_airport,Cape Girardeau Regional Airport,37.2253,-89.570801,Cape Girardeau (CGI),Missouri,MO,Cape Girardeau,CGI,CGI
416,medium_airport,Florence Regional Airport,34.1853981,-79.72389984,Florence (FLO),South Carolina,SC,Florence,FLO,FLO
417,medium_airport,Joplin Regional Airport,37.151798,-94.498299,Joplin (JLN),Missouri,MO,Joplin,JLN,JLN
418,medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,Owensboro (OWB),Kentucky,KY,Owensboro,OWB,OWB
419,medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,Saint Cloud (STC),Minnesota,MN,Saint Cloud,STC,STC
420,medium_airport,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,Lewiston (LWS),Idaho,ID,Lewiston,LWS,LWS
421,medium_airport,Purdue University Airport,40.4123,-86.936897,West Lafayette (LAF),Indiana,IN,West Lafayette,LAF,LAF
422,medium_airport,Mansfield Lahm Regional Airport,40.82139969,-82.51660156,Mansfield (MFD),Ohio,OH,Mansfield,MFD,MFD
423,medium_airport,Merrill Field,61.21350098,-149.8439941,Anchorage (MRI),Alaska,AK,Anchorage,MRI,MRI
424,medium_airport,Bryce Canyon Airport,37.70640183,-112.1449966,Bryce Canyon (BCE),Utah,UT,Bryce Canyon,BCE,BCE
425,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,Farmington (FMN),New Mexico,NM,Farmington,FMN,FMN
426,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,Kenosha (ENW),Wisconsin,WI,Kenosha,ENW,ENW
427,medium_airport,Needles Airport,34.7663002,-114.6230011,Needles (EED),California,CA,Needles,EED,EED
428,medium_airport,Portland Troutdale Airport,45.54940033,-122.401001,Portland (TTD),Oregon,OR,Portland,TTD,TTD
429,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,Lake Charles (LCH),Louisiana,LA,Lake Charles,LCH,LCH
430,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,Laramie (LAR),Wyoming,WY,Laramie,LAR,LAR
