Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business,flight_cost_first,org_dest_code,org_dest_code,distances_miles,org_dest_code
2534,"2022-12-30 00:45:00","2022-12-30 03:53:00","Salt Lake City (SLC)","Chicago (ORD)",DL2994,409.46,852.34,7501.41,SLC_ORD,SLC_ORD,1250,SLC_ORD
2092,"2022-12-31 00:45:00","2022-12-31 03:53:00","Salt Lake City (SLC)","Chicago (ORD)",DL2994,631.63,825.11,3883.27,SLC_ORD,SLC_ORD,1250,SLC_ORD
3216,"2022-12-31 00:21:00","2022-12-31 02:25:00","Salt Lake City (SLC)","Portland (PDX)",DL1698,450.08,1946.13,8685.56,SLC_PDX,SLC_PDX,630,SLC_PDX
2632,"2022-12-29 00:21:00","2022-12-29 02:25:00","Salt Lake City (SLC)","Portland (PDX)",DL1698,605.64,1351.14,5326.95,SLC_PDX,SLC_PDX,630,SLC_PDX
2368,"2023-01-05 00:21:00","2023-01-05 02:25:00","Salt Lake City (SLC)","Portland (PDX)",DL1698,326.82,1517.15,7831.64,SLC_PDX,SLC_PDX,630,SLC_PDX
2329,"2022-12-27 00:21:00","2022-12-27 02:25:00","Salt Lake City (SLC)","Portland (PDX)",DL1698,267.44,2496.59,5226.88,SLC_PDX,SLC_PDX,630,SLC_PDX
3728,"2022-12-30 05:55:00","2022-12-30 07:47:00","Salt Lake City (SLC)","Phoenix (PHX)",DL1392,582.31,2822.08,7962.92,SLC_PHX,SLC_PHX,507,SLC_PHX
2628,"2022-12-30 15:11:00","2022-12-30 17:09:00","Salt Lake City (SLC)","Phoenix (PHX)",DL1501,265.26,1607,9165.3,SLC_PHX,SLC_PHX,507,SLC_PHX
2618,"2023-01-01 15:24:00","2023-01-01 17:22:00","Salt Lake City (SLC)","Phoenix (PHX)",DL1501,673.22,2248.01,9054.97,SLC_PHX,SLC_PHX,507,SLC_PHX
2617,"2023-01-01 16:37:00","2023-01-01 18:01:00","Salt Lake City (SLC)","Phoenix (PHX)",DL1501,705.28,2942.83,5631.31,SLC_PHX,SLC_PHX,507,SLC_PHX
2538,"2022-12-29 00:16:00","2022-12-29 02:00:00","Salt Lake City (SLC)","Phoenix (PHX)",DL905,368.14,3301.18,6020.2,SLC_PHX,SLC_PHX,507,SLC_PHX
2421,"2022-12-31 15:24:00","2022-12-31 17:22:00","Salt Lake City (SLC)","Phoenix (PHX)",DL1501,635.97,2502.34,9710.66,SLC_PHX,SLC_PHX,507,SLC_PHX
2419,"2022-12-31 22:20:00","2022-12-31 00:01:00","Salt Lake City (SLC)","Phoenix (PHX)",DL677,383.63,1259.55,6335.09,SLC_PHX,SLC_PHX,507,SLC_PHX
2338,"2023-01-03 05:55:00","2023-01-03 07:47:00","Salt Lake City (SLC)","Phoenix (PHX)",DL1392,286.71,2121.77,7793.32,SLC_PHX,SLC_PHX,507,SLC_PHX
3952,"2022-12-28 17:55:00","2022-12-28 19:55:00","Salt Lake City (SLC)","San Diego (SAN)",DL2913,699.41,3323.13,7500.16,SLC_SAN,SLC_SAN,626,SLC_SAN
3306,"2023-01-04 22:10:00","2023-01-04 00:06:00","Salt Lake City (SLC)","San Diego (SAN)",DL2389,314.52,2867.23,9968.89,SLC_SAN,SLC_SAN,626,SLC_SAN
2758,"2022-12-27 17:55:00","2022-12-27 19:55:00","Salt Lake City (SLC)","San Diego (SAN)",DL2913,314.29,1021.3,6320.61,SLC_SAN,SLC_SAN,626,SLC_SAN
2732,"2022-12-27 00:15:00","2022-12-27 02:10:00","Salt Lake City (SLC)","San Diego (SAN)",DL2491,658.53,1838.74,6258.87,SLC_SAN,SLC_SAN,626,SLC_SAN
3886,"2022-12-26 22:29:00","2022-12-26 01:14:00","Salt Lake City (SLC)","San Antonio (SAT)",DL1388,494.12,1957.29,9814.76,SLC_SAT,SLC_SAT,1087,SLC_SAT
3218,"2022-12-30 15:05:00","2022-12-30 17:26:00","Salt Lake City (SLC)","San Francisco (SFO)",DL1311,273.37,1187.83,4610.61,SLC_SFO,SLC_SFO,599,SLC_SFO
2730,"2022-12-27 05:59:00","2022-12-27 08:18:00","Salt Lake City (SLC)","San Francisco (SFO)",DL2104,730.64,1479.96,9462.66,SLC_SFO,SLC_SFO,599,SLC_SFO
2624,"2022-12-31 05:59:00","2022-12-31 08:18:00","Salt Lake City (SLC)","San Francisco (SFO)",DL2104,749.3,1257.93,6911.51,SLC_SFO,SLC_SFO,599,SLC_SFO
2413,"2023-01-02 04:20:00","2023-01-02 06:38:00","Salt Lake City (SLC)","San Francisco (SFO)",DL686,714.56,2740.29,5966.77,SLC_SFO,SLC_SFO,599,SLC_SFO
3308,"2023-01-04 15:00:00","2023-01-04 17:14:00","Salt Lake City (SLC)","San Jose (SJC)",DL882,430.86,982.21,9084.84,SLC_SJC,SLC_SJC,584,SLC_SJC
2103,"2022-12-28 15:00:00","2022-12-28 17:14:00","Salt Lake City (SLC)","San Jose (SJC)",DL882,345.84,3331.6,3512.18,SLC_SJC,SLC_SJC,584,SLC_SJC
3946,"2022-12-29 18:38:00","2022-12-29 22:00:00","Salt Lake City (SLC)","San Jose del Cabo (SJD)",DL1952,590.68,2595.1,8454.36,SLC_SJD,SLC_SJD,1222,SLC_SJD
3115,"2023-01-01 18:41:00","2023-01-01 20:30:00","Salt Lake City (SLC)","Sacramento (SMF)",DL1432,385.15,961.76,3129.44,SLC_SMF,SLC_SMF,532,SLC_SMF
2634,"2022-12-28 18:41:00","2022-12-28 20:30:00","Salt Lake City (SLC)","Sacramento (SMF)",DL1432,297.87,2207.38,6282.63,SLC_SMF,SLC_SMF,532,SLC_SMF
2405,"2023-01-04 18:41:00","2023-01-04 20:30:00","Salt Lake City (SLC)","Sacramento (SMF)",DL1432,447.04,1340.21,4742.79,SLC_SMF,SLC_SMF,532,SLC_SMF
3948,"2022-12-29 06:29:00","2022-12-29 10:45:00","Salt Lake City (SLC)","Tampa (TPA)",DL1050,472.38,1435.93,3468.58,SLC_TPA,SLC_TPA,1888,SLC_TPA
3884,"2022-12-27 17:00:00","2022-12-27 20:56:00","Salt Lake City (SLC)","Toronto (YYZ)",DL460,586.32,1790.97,8283.82,SLC_YYZ,SLC_YYZ,1661,SLC_YYZ
3878,"2022-12-29 17:00:00","2022-12-29 20:56:00","Salt Lake City (SLC)","Toronto (YYZ)",DL460,466.63,2218.33,6553.58,SLC_YYZ,SLC_YYZ,1661,SLC_YYZ
3298,"2022-12-28 17:00:00","2022-12-28 20:56:00","Salt Lake City (SLC)","Toronto (YYZ)",DL460,259.87,2854.51,8343.8,SLC_YYZ,SLC_YYZ,1661,SLC_YYZ
3114,"2023-01-01 21:30:00","2023-01-01 23:12:00","Sacramento (SMF)","Salt Lake City (SLC)",DL1432,452.34,2414.56,3044.79,SMF_SLC,SMF_SLC,532,SMF_SLC
2633,"2022-12-28 21:30:00","2022-12-28 23:12:00","Sacramento (SMF)","Salt Lake City (SLC)",DL1432,458.74,2546.2,3466.77,SMF_SLC,SMF_SLC,532,SMF_SLC
2404,"2023-01-04 21:30:00","2023-01-04 23:12:00","Sacramento (SMF)","Salt Lake City (SLC)",DL1432,720.88,913.22,6452.9,SMF_SLC,SMF_SLC,532,SMF_SLC
3988,"2022-12-27 16:30:00","2022-12-27 20:10:00","Santa Ana (SNA)","Minneapolis (MSP)",DL1004,649.71,3196.85,8114.08,SNA_MSP,SNA_MSP,1522,SNA_MSP
3960,"2023-01-04 20:55:00","2023-01-04 00:33:00","Santa Ana (SNA)","Minneapolis (MSP)",DL1138,336.09,2247.63,4633.3,SNA_MSP,SNA_MSP,1522,SNA_MSP
3533,"2022-12-29 20:55:00","2022-12-29 00:33:00","Santa Ana (SNA)","Minneapolis (MSP)",DL1138,715.66,1136.32,5425.09,SNA_MSP,SNA_MSP,1522,SNA_MSP
2159,"2023-01-03 15:30:00","2023-01-03 19:14:00","Santa Ana (SNA)","Minneapolis (MSP)",DL1004,390.88,2250.73,7710,SNA_MSP,SNA_MSP,1522,SNA_MSP
3889,"2023-01-04 18:40:00","2023-01-04 20:22:00","Sarasota (SRQ)","Atlanta (ATL)",DL1703,714.2,984.75,7275.53,SRQ_ATL,SRQ_ATL,444,SRQ_ATL
3701,"2022-12-27 18:40:00","2022-12-27 20:22:00","Sarasota (SRQ)","Atlanta (ATL)",DL1703,480.21,1444.89,4407.08,SRQ_ATL,SRQ_ATL,444,SRQ_ATL
3551,"2023-01-03 21:59:00","2023-01-03 23:37:00","Sarasota (SRQ)","Atlanta (ATL)",DL2436,378.24,1057.78,6622.63,SRQ_ATL,SRQ_ATL,444,SRQ_ATL
3481,"2022-12-31 16:08:00","2022-12-31 17:50:00","Sarasota (SRQ)","Atlanta (ATL)",DL2141,584.72,1382.23,7306.8,SRQ_ATL,SRQ_ATL,444,SRQ_ATL
3449,"2022-12-28 18:40:00","2022-12-28 20:22:00","Sarasota (SRQ)","Atlanta (ATL)",DL1703,640.7,2012.6,9969.04,SRQ_ATL,SRQ_ATL,444,SRQ_ATL
3428,"2023-01-01 17:33:00","2023-01-01 20:22:00","Sarasota (SRQ)","Detroit (DTW)",DL2275,745.76,1960.83,3011.71,SRQ_DTW,SRQ_DTW,1022,SRQ_DTW
2143,"2022-12-28 20:35:00","2022-12-28 00:04:00","Sarasota (SRQ)","Minneapolis (MSP)",DL2228,502.2,2619.18,7197.57,SRQ_MSP,SRQ_MSP,1342,SRQ_MSP
3899,"2023-01-02 11:30:00","2023-01-02 13:08:00","St. Louis (STL)","Atlanta (ATL)",DL1129,608.96,3497.51,8229.61,STL_ATL,STL_ATL,484,STL_ATL
3857,"2023-01-02 21:59:00","2023-01-02 23:32:00","St. Louis (STL)","Atlanta (ATL)",DL702,418.04,2399.28,4925.74,STL_ATL,STL_ATL,484,STL_ATL
3761,"2022-12-29 21:59:00","2022-12-29 23:32:00","St. Louis (STL)","Atlanta (ATL)",DL702,627.1,1778.48,3787.21,STL_ATL,STL_ATL,484,STL_ATL
3420,"2023-01-03 11:30:00","2023-01-03 13:08:00","St. Louis (STL)","Atlanta (ATL)",DL1129,418.15,2796.93,4921.49,STL_ATL,STL_ATL,484,STL_ATL
2933,"2022-12-31 11:30:00","2022-12-31 13:08:00","St. Louis (STL)","Atlanta (ATL)",DL1129,434.66,1176.97,9010.62,STL_ATL,STL_ATL,484,STL_ATL
4000,"2023-01-02 11:15:00","2023-01-02 14:05:00","Syracuse (SYR)","Atlanta (ATL)",DL2991,405.9,2912.59,9206.23,SYR_ATL,SYR_ATL,794,SYR_ATL
3691,"2022-12-29 11:15:00","2022-12-29 14:05:00","Syracuse (SYR)","Atlanta (ATL)",DL2991,387.08,1187.77,8276.87,SYR_ATL,SYR_ATL,794,SYR_ATL
3583,"2022-12-27 11:15:00","2022-12-27 14:05:00","Syracuse (SYR)","Atlanta (ATL)",DL2991,254,951.6,7305.24,SYR_ATL,SYR_ATL,794,SYR_ATL
3435,"2022-12-31 11:15:00","2022-12-31 14:05:00","Syracuse (SYR)","Atlanta (ATL)",DL2991,480.83,2356.05,8372.44,SYR_ATL,SYR_ATL,794,SYR_ATL
3334,"2022-12-26 23:15:00","2022-12-26 01:59:00","Syracuse (SYR)","Atlanta (ATL)",DL2140,301.21,2414.5,8844.26,SYR_ATL,SYR_ATL,794,SYR_ATL
2711,"2022-12-31 20:45:00","2022-12-31 23:35:00","Syracuse (SYR)","Atlanta (ATL)",DL8906,747.41,1983.97,6985.76,SYR_ATL,SYR_ATL,794,SYR_ATL
2303,"2023-01-04 11:15:00","2023-01-04 14:05:00","Syracuse (SYR)","Atlanta (ATL)",DL2991,568.81,3406.49,7777.03,SYR_ATL,SYR_ATL,794,SYR_ATL
2214,"2022-12-27 23:15:00","2022-12-27 01:59:00","Syracuse (SYR)","Atlanta (ATL)",DL2140,648.07,2193.79,8783.5,SYR_ATL,SYR_ATL,794,SYR_ATL
2277,"2022-12-30 22:05:00","2022-12-30 23:48:00","Tampa (TPA)","Atlanta (ATL)",DL474,276.82,852.37,3146.19,TPA_ATL,TPA_ATL,406,TPA_ATL
3910,"2022-12-29 19:00:00","2022-12-29 22:01:00","Tampa (TPA)","Boston (BOS)",DL2649,336.05,2384.62,6194.17,TPA_BOS,TPA_BOS,1185,TPA_BOS
3908,"2022-12-30 12:25:00","2022-12-30 15:28:00","Tampa (TPA)","Boston (BOS)",DL1226,295.02,2045.43,9732.33,TPA_BOS,TPA_BOS,1185,TPA_BOS
3789,"2023-01-01 19:00:00","2023-01-01 22:01:00","Tampa (TPA)","Boston (BOS)",DL2649,570.6,986.18,7176.86,TPA_BOS,TPA_BOS,1185,TPA_BOS
3787,"2023-01-02 12:25:00","2023-01-02 15:28:00","Tampa (TPA)","Boston (BOS)",DL1226,439.88,3412.66,5272.48,TPA_BOS,TPA_BOS,1185,TPA_BOS
3568,"2022-12-30 19:00:00","2022-12-30 22:01:00","Tampa (TPA)","Boston (BOS)",DL2649,341.94,2747.13,8283.12,TPA_BOS,TPA_BOS,1185,TPA_BOS
3566,"2022-12-31 12:25:00","2022-12-31 15:28:00","Tampa (TPA)","Boston (BOS)",DL1226,388.42,2134.73,3747.63,TPA_BOS,TPA_BOS,1185,TPA_BOS
3530,"2022-12-30 16:45:00","2022-12-30 19:26:00","Tampa (TPA)","New York (JFK)",DL1131,309.97,3288.62,4067.6,TPA_JFK,TPA_JFK,1005,TPA_JFK
3528,"2022-12-31 00:45:00","2022-12-31 03:30:00","Tampa (TPA)","New York (JFK)",DL1605,436.61,2071.15,5011.04,TPA_JFK,TPA_JFK,1005,TPA_JFK
3282,"2023-01-01 16:45:00","2023-01-01 19:26:00","Tampa (TPA)","New York (JFK)",DL1131,328.5,2636.49,4768.16,TPA_JFK,TPA_JFK,1005,TPA_JFK
2902,"2022-12-28 16:45:00","2022-12-28 19:26:00","Tampa (TPA)","New York (JFK)",DL1131,605.64,3378.99,9437.61,TPA_JFK,TPA_JFK,1005,TPA_JFK
2900,"2022-12-29 00:45:00","2022-12-29 03:30:00","Tampa (TPA)","New York (JFK)",DL1605,711.31,2701.63,7190.39,TPA_JFK,TPA_JFK,1005,TPA_JFK
2778,"2022-12-31 16:45:00","2022-12-31 19:26:00","Tampa (TPA)","New York (JFK)",DL1131,362.7,1839.29,7459.38,TPA_JFK,TPA_JFK,1005,TPA_JFK
2776,"2023-01-01 12:40:00","2023-01-01 15:18:00","Tampa (TPA)","New York (JFK)",DL1635,276.89,1858.49,7540.51,TPA_JFK,TPA_JFK,1005,TPA_JFK
2770,"2023-01-02 20:39:00","2023-01-02 23:25:00","Tampa (TPA)","New York (JFK)",DL2561,323.13,1792.48,4493.2,TPA_JFK,TPA_JFK,1005,TPA_JFK
2768,"2023-01-03 12:40:00","2023-01-03 15:18:00","Tampa (TPA)","New York (JFK)",DL1635,251.47,2942.8,9671.15,TPA_JFK,TPA_JFK,1005,TPA_JFK
2764,"2023-01-04 12:40:00","2023-01-04 15:18:00","Tampa (TPA)","New York (JFK)",DL1635,672.07,2948.72,7934.25,TPA_JFK,TPA_JFK,1005,TPA_JFK
2396,"2022-12-28 12:40:00","2022-12-28 15:18:00","Tampa (TPA)","New York (JFK)",DL1635,346.89,2747.18,3614.11,TPA_JFK,TPA_JFK,1005,TPA_JFK
2390,"2022-12-29 20:39:00","2022-12-29 23:25:00","Tampa (TPA)","New York (JFK)",DL2561,615.02,2005.17,3990.59,TPA_JFK,TPA_JFK,1005,TPA_JFK
2052,"2023-01-02 16:45:00","2023-01-02 19:26:00","Tampa (TPA)","New York (JFK)",DL1131,311.06,3249.51,4421.5,TPA_JFK,TPA_JFK,1005,TPA_JFK
2050,"2023-01-03 00:45:00","2023-01-03 03:30:00","Tampa (TPA)","New York (JFK)",DL1605,251.47,1509,9229.03,TPA_JFK,TPA_JFK,1005,TPA_JFK
3963,"2023-01-03 22:25:00","2023-01-03 01:04:00","Tampa (TPA)","New York (LGA)",DL2751,514.77,3206.64,4341.47,TPA_LGA,TPA_LGA,1010,TPA_LGA
3904,"2022-12-31 16:48:00","2022-12-31 19:24:00","Tampa (TPA)","New York (LGA)",DL2357,396.07,2179.41,7056.79,TPA_LGA,TPA_LGA,1010,TPA_LGA
3783,"2023-01-03 17:55:00","2023-01-03 20:32:00","Tampa (TPA)","New York (LGA)",DL2357,640.92,1665.89,5112.49,TPA_LGA,TPA_LGA,1010,TPA_LGA
3657,"2022-12-27 12:15:00","2022-12-27 14:57:00","Tampa (TPA)","New York (LGA)",DL2116,679.21,3170.43,6644.58,TPA_LGA,TPA_LGA,1010,TPA_LGA
3562,"2023-01-01 16:48:00","2023-01-01 19:24:00","Tampa (TPA)","New York (LGA)",DL2357,570.59,2134.65,6798.9,TPA_LGA,TPA_LGA,1010,TPA_LGA
3280,"2023-01-02 12:15:00","2023-01-02 14:57:00","Tampa (TPA)","New York (LGA)",DL2116,264.23,3212.33,6920.6,TPA_LGA,TPA_LGA,1010,TPA_LGA
3077,"2023-01-01 12:15:00","2023-01-01 14:57:00","Tampa (TPA)","New York (LGA)",DL2116,512.7,1647.21,9281.72,TPA_LGA,TPA_LGA,1010,TPA_LGA
2398,"2022-12-27 21:12:00","2022-12-27 23:50:00","Tampa (TPA)","New York (LGA)",DL2751,373.05,3366.53,5077.71,TPA_LGA,TPA_LGA,1010,TPA_LGA
2388,"2022-12-30 12:15:00","2022-12-30 14:57:00","Tampa (TPA)","New York (LGA)",DL2116,595.21,887.64,7766.63,TPA_LGA,TPA_LGA,1010,TPA_LGA
3614,"2022-12-28 23:10:00","2022-12-28 02:42:00","Tampa (TPA)","Minneapolis (MSP)",DL2183,394.92,3086.64,9110.33,TPA_MSP,TPA_MSP,1306,TPA_MSP
3610,"2022-12-29 23:10:00","2022-12-29 02:42:00","Tampa (TPA)","Minneapolis (MSP)",DL2183,371.12,1249.86,3978.17,TPA_MSP,TPA_MSP,1306,TPA_MSP
3501,"2022-12-27 16:38:00","2022-12-27 20:08:00","Tampa (TPA)","Minneapolis (MSP)",DL2829,487.25,1542.48,6474.46,TPA_MSP,TPA_MSP,1306,TPA_MSP
3049,"2022-12-30 11:15:00","2022-12-30 14:47:00","Tampa (TPA)","Minneapolis (MSP)",DL2475,503.97,1208.07,4836.7,TPA_MSP,TPA_MSP,1306,TPA_MSP
2854,"2023-01-02 16:38:00","2023-01-02 20:08:00","Tampa (TPA)","Minneapolis (MSP)",DL2829,673.22,1588.92,7485.51,TPA_MSP,TPA_MSP,1306,TPA_MSP
2135,"2022-12-30 19:28:00","2022-12-30 23:00:00","Tampa (TPA)","Minneapolis (MSP)",DL2155,472.24,3272.33,8399.5,TPA_MSP,TPA_MSP,1306,TPA_MSP
3408,"2022-12-27 00:59:00","2022-12-27 02:43:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL1134,371.67,1155.28,6545.63,TPA_RDU,TPA_RDU,587,TPA_RDU
3290,"2022-12-30 16:45:00","2022-12-30 18:25:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL2833,496.05,2479.24,6774.36,TPA_RDU,TPA_RDU,587,TPA_RDU
3272,"2023-01-04 16:45:00","2023-01-04 18:25:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL2833,277.83,3272.36,4930.19,TPA_RDU,TPA_RDU,587,TPA_RDU
2898,"2022-12-29 16:45:00","2022-12-29 18:25:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL2833,590.68,3331.62,3791.17,TPA_RDU,TPA_RDU,587,TPA_RDU
2890,"2022-12-31 00:59:00","2022-12-31 02:43:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL1134,534.33,3003.06,4828.97,TPA_RDU,TPA_RDU,587,TPA_RDU
2048,"2023-01-03 16:45:00","2023-01-03 18:25:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL2833,566.3,2939.4,9317.53,TPA_RDU,TPA_RDU,587,TPA_RDU
2040,"2023-01-05 00:59:00","2023-01-05 02:43:00","Tampa (TPA)","Raleigh-Durham (RDU)",DL1134,380.21,2157.41,6184.48,TPA_RDU,TPA_RDU,587,TPA_RDU
3947,"2022-12-29 12:00:00","2022-12-29 17:06:00","Tampa (TPA)","Salt Lake City (SLC)",DL956,390.55,3040.72,6481.54,TPA_SLC,TPA_SLC,1888,TPA_SLC
2677,"2022-12-27 22:49:00","2022-12-27 02:15:00","Tucson (TUS)","Atlanta (ATL)",DL1600,704.43,1226.22,6291.27,TUS_ATL,TUS_ATL,1541,TUS_ATL
2553,"2023-01-03 20:17:00","2023-01-03 23:42:00","Tucson (TUS)","Atlanta (ATL)",DL748,340.35,1497.73,8718.05,TUS_ATL,TUS_ATL,1541,TUS_ATL
2237,"2022-12-31 21:30:00","2022-12-31 00:55:00","Tucson (TUS)","Atlanta (ATL)",DL1295,569.95,1515.58,3119.04,TUS_ATL,TUS_ATL,1541,TUS_ATL
2034,"2022-12-28 13:00:00","2022-12-28 16:22:00","Tucson (TUS)","Atlanta (ATL)",DL819,667.28,2502.34,8981.01,TUS_ATL,TUS_ATL,1541,TUS_ATL
2032,"2022-12-28 22:49:00","2022-12-28 02:15:00","Tucson (TUS)","Atlanta (ATL)",DL1600,488.5,2414.57,9796.6,TUS_ATL,TUS_ATL,1541,TUS_ATL
3104,"2023-01-03 22:11:00","2023-01-03 01:15:00","Tucson (TUS)","Minneapolis (MSP)",DL1187,295.89,2835.47,3922.7,TUS_MSP,TUS_MSP,1298,TUS_MSP
2079,"2023-01-04 22:11:00","2023-01-04 01:15:00","Tucson (TUS)","Minneapolis (MSP)",DL1187,595.44,2247.61,8906.5,TUS_MSP,TUS_MSP,1298,TUS_MSP
3441,"2022-12-30 10:35:00","2022-12-30 11:39:00","Knoxville (TYS)","Atlanta (ATL)",DL462,256.37,1413.75,7346.71,TYS_ATL,TYS_ATL,152,TYS_ATL
3326,"2022-12-28 20:00:00","2022-12-28 21:25:00","Knoxville (TYS)","Gainesville (GNV)",DL8910,534.79,1715.49,9848.09,TYS_GNV,TYS_GNV,434,TYS_GNV
3321,"2022-12-30 04:35:00","2022-12-30 06:25:00","Knoxville (TYS)","Milwaukee (MKE)",DL8910,730.64,3333.16,7198.24,TYS_MKE,TYS_MKE,535,TYS_MKE
2510,"2022-12-28 21:01:00","2022-12-28 00:31:00","Vancouver (YVR)","Minneapolis (MSP)",DL483,286.05,2462.87,4222.73,YVR_MSP,YVR_MSP,1436,YVR_MSP
2169,"2022-12-31 20:05:00","2022-12-31 23:32:00","Vancouver (YVR)","Minneapolis (MSP)",DL483,607.2,2802.91,5411.56,YVR_MSP,YVR_MSP,1436,YVR_MSP
3313,"2023-01-02 12:50:00","2023-01-02 14:29:00","Winnipeg (YWG)","Minneapolis (MSP)",DL1102,702.18,3173.77,5943.51,YWG_MSP,YWG_MSP,395,YWG_MSP
2085,"2023-01-03 12:50:00","2023-01-03 14:29:00","Winnipeg (YWG)","Minneapolis (MSP)",DL1102,459.81,2778.71,7539.84,YWG_MSP,YWG_MSP,395,YWG_MSP
2081,"2023-01-04 12:50:00","2023-01-04 14:29:00","Winnipeg (YWG)","Minneapolis (MSP)",DL1102,292.25,3358.69,9424.61,YWG_MSP,YWG_MSP,395,YWG_MSP
3129,"2022-12-29 13:35:00","2022-12-29 16:28:00","Calgary (YYC)","Minneapolis (MSP)",DL851,486.9,2239.86,5460.7,YYC_MSP,YYC_MSP,1051,YYC_MSP
3102,"2023-01-04 13:35:00","2023-01-04 16:28:00","Calgary (YYC)","Minneapolis (MSP)",DL851,346.89,1171.15,9353.47,YYC_MSP,YYC_MSP,1051,YYC_MSP
2089,"2023-01-01 13:35:00","2023-01-01 16:28:00","Calgary (YYC)","Minneapolis (MSP)",DL851,587.39,2854.52,5257.7,YYC_MSP,YYC_MSP,1051,YYC_MSP
3883,"2022-12-27 22:00:00","2022-12-27 02:32:00","Toronto (YYZ)","Salt Lake City (SLC)",DL460,517.08,1504.46,3167.59,YYZ_SLC,YYZ_SLC,1661,YYZ_SLC
3877,"2022-12-29 22:00:00","2022-12-29 02:32:00","Toronto (YYZ)","Salt Lake City (SLC)",DL460,367.33,3374.65,5245.76,YYZ_SLC,YYZ_SLC,1661,YYZ_SLC
3303,"2022-12-26 22:00:00","2022-12-26 02:32:00","Toronto (YYZ)","Salt Lake City (SLC)",DL460,510.87,2224.95,9906.04,YYZ_SLC,YYZ_SLC,1661,YYZ_SLC
3297,"2022-12-28 22:00:00","2022-12-28 02:32:00","Toronto (YYZ)","Salt Lake City (SLC)",DL460,483.64,1321.61,7915.47,YYZ_SLC,YYZ_SLC,1661,YYZ_SLC
5964,"2022-12-30 23:53:00","2022-12-30 02:49:00","Albuquerque (ABQ)","Atlanta (ATL)",DL2728,705.35,825.59,6719.12,ABQ_ATL,ABQ_ATL,1269,ABQ_ATL
5202,"2022-12-31 14:10:00","2022-12-31 17:09:00","Albuquerque (ABQ)","Atlanta (ATL)",DL1026,488.48,3207.06,4638.65,ABQ_ATL,ABQ_ATL,1269,ABQ_ATL
4898,"2022-12-28 18:45:00","2022-12-28 21:33:00","Albuquerque (ABQ)","Atlanta (ATL)",DL955,546.14,2760.59,5255.12,ABQ_ATL,ABQ_ATL,1269,ABQ_ATL
5269,"2023-01-04 11:00:00","2023-01-04 14:03:00","Albany (ALB)","Atlanta (ATL)",DL1253,326.19,2479.51,9095.09,ALB_ATL,ALB_ATL,853,ALB_ATL
4357,"2022-12-28 11:00:00","2022-12-28 14:03:00","Albany (ALB)","Atlanta (ATL)",DL1253,576.63,2032.33,7294.34,ALB_ATL,ALB_ATL,853,ALB_ATL
4006,"2023-01-01 11:00:00","2023-01-01 14:03:00","Albany (ALB)","Atlanta (ATL)",DL1253,375.32,984.81,3215.25,ALB_ATL,ALB_ATL,853,ALB_ATL
5965,"2022-12-30 19:21:00","2022-12-30 22:43:00","Atlanta (ATL)","Albuquerque (ABQ)",DL2728,498.48,887.85,4968.53,ATL_ABQ,ATL_ABQ,1269,ATL_ABQ
5203,"2022-12-31 01:25:00","2022-12-31 04:52:00","Atlanta (ATL)","Albuquerque (ABQ)",DL2955,355.8,826.87,3224.99,ATL_ABQ,ATL_ABQ,1269,ATL_ABQ
4899,"2022-12-28 14:00:00","2022-12-28 17:35:00","Atlanta (ATL)","Albuquerque (ABQ)",DL955,478.28,2330.86,5112.21,ATL_ABQ,ATL_ABQ,1269,ATL_ABQ
5270,"2023-01-04 02:45:00","2023-01-04 04:58:00","Atlanta (ATL)","Albany (ALB)",DL2225,363.47,2414.48,9872.41,ATL_ALB,ATL_ALB,853,ATL_ALB
4358,"2022-12-28 02:45:00","2022-12-28 04:58:00","Atlanta (ATL)","Albany (ALB)",DL2225,573.83,2121.77,8875.86,ATL_ALB,ATL_ALB,853,ATL_ALB
4007,"2023-01-01 02:45:00","2023-01-01 04:58:00","Atlanta (ATL)","Albany (ALB)",DL2225,689.05,3098.47,9673.62,ATL_ALB,ATL_ALB,853,ATL_ALB
4666,"2022-12-27 14:45:00","2022-12-27 17:31:00","Atlanta (ATL)","Bermuda (BDA)",DL584,346.28,3445.41,6708.06,ATL_BDA,ATL_BDA,1148,ATL_BDA
4414,"2023-01-03 14:45:00","2023-01-03 17:31:00","Atlanta (ATL)","Bermuda (BDA)",DL584,363.69,2083.08,5712.42,ATL_BDA,ATL_BDA,1148,ATL_BDA
4308,"2022-12-29 14:45:00","2022-12-29 17:30:00","Atlanta (ATL)","Bermuda (BDA)",DL584,323.01,3393.2,6905.28,ATL_BDA,ATL_BDA,1148,ATL_BDA
4300,"2022-12-31 14:45:00","2022-12-31 17:30:00","Atlanta (ATL)","Bermuda (BDA)",DL584,371.67,2052.87,5758.55,ATL_BDA,ATL_BDA,1148,ATL_BDA
